uri_s,title_s,subTitle_s,authFullName_s,docType_s,doiId_s,producedDateY_i,journalTitle_s,journalPublisher_s,conferenceTitle_s,language_s
https://hal.archives-ouvertes.fr/hal-02519011,The green Fablab concept: a local and distributed recycling approach for open source additive manufacturing,,"Fabio Cruz Sanchez,Hakim Boudaoud,Sandrine Hoppe,Mauricio Camargo",COMM,,2017,,,2nd Journée de l’innovation Abbé Grégoire (JAG),en
https://hal.univ-lorraine.fr/hal-01723989,ICE Breaking: Disentangling Factors Affecting the Performance of Immersive Co-creation Environments,,"Marc Pallot,Laurent Dupont,Olivier Christmann,Vincent Boly,Laure Morel,Richir Simon",COMM,,2017,,,Laval Virtual - Virtual Reality International Congress (VRIC) '17,en
https://hal.univ-lorraine.fr/hal-01736700,LF2L : une invitation à innover,,"l'équipe Thi'Journal,Laurent Dupont",OTHER,,2017,,,,fr
https://hal.archives-ouvertes.fr/hal-01838483,Key challenges and requirements for sustainable and industrialized biorefinery supply chain design and management: A bibliographic analysis,,"Andrea Teresa Espinoza Pérez,Mauricio Camargo,Paulo César Narváez Rincón,Miguel Alfaro Marchant",ART,10.1016/j.rser.2016.11.084,2017,Renewable and Sustainable Energy Reviews,Elsevier,,en
https://hal.univ-lorraine.fr/hal-01723992,Retour d'expérience sur la co-conception de l'éco-quartier urbain Nancy Grand Cœur,,Laurent Dupont,COMM,,2017,,,"Séminaire LQE - Journée ""Urbanisme durable - Animer, concerter, faire participer""",fr
https://hal.archives-ouvertes.fr/hal-02017276,An Integrated Methodology for Emulsified Cosmetic Product Formulation Using Integer Programming with Logical Constraints,,"Javier Arrieta-Escobar,Fernando Bernardo,Alvaro Orjuela,Mauricio Camargo,Laure Morel",COUV,10.1016/B978-0-444-63965-3.50166-5,2017,,,,en
https://hal.univ-lorraine.fr/hal-02537774,Ingénierie entrepreneuriale : regards croisés pour innover et créer de la valeur,,"Laure Morel,Christophe Schmitt",DOUV,,2017,,,,fr
https://hal.archives-ouvertes.fr/hal-01838698,Sustainability assessment to support governmental biodiesel policy in Colombia: A system dynamics model,,"A. Espinoza,S. Bautista,P.C. Narváez,M. Alfaro,M. Camargo",ART,10.1016/j.jclepro.2016.09.168,2017,Journal of Cleaner Production,Elsevier,,en
https://tel.archives-ouvertes.fr/tel-01736435,"Analyse des mécanismes de captation et d’exploitation des connaissances pour accompagner l’innovation,Analysis of knowledge capture and exploitation mechanisms to support innovation",,Hélène Gitchenko,THESE,,2016,,,,fr
https://tel.archives-ouvertes.fr/tel-01668459,"Methodological proposition to evaluate polymer recycling in open-source additive manufacturing contexts,Proposition d'une approche méthodologique permettant d'évaluer le recyclage des polymères dans un contexte de fabrication additive open-source",,Fabio Alberto Cruz Sanchez,THESE,,2016,,,,en
https://tel.archives-ouvertes.fr/tel-01529769,"Gestion des connaissances lors d’un processus collaboratif de créativité,Knowledge management during a collaborative creative process",,Alex Gabriel,THESE,,2016,,,,fr
https://tel.archives-ouvertes.fr/tel-01495036,"Méthodologie d’analyse de la capacité à innover et à exporter des PME manufacturières et de procédés : identification et caractérisation d'un espace commun en vue de l'élaboration d'un outil multicritères d'aide à la décision,Methodology for analyzing the innovation and export capabilities of SMEs working in the manufacturing and process sector : Identification and characterization of a conceptual common space with a view to building a multicriteria decision-making tool",,Manon Enjolras,THESE,,2016,,,,fr
https://hal.univ-lorraine.fr/hal-02365971,"Le lien entre innovation et exportation en PME\, Proposition d’un nouveau paradigme pour comprendre cette relation",,"Manon Enjolras,Christophe Schmitt,Mauricio Camargo",COMM,,2016,,,13e Congrès international francophone en entrepreneuriat et PME (CIFEPME),fr
https://hal.archives-ouvertes.fr/hal-02492172,Le lien entre innovation et exportation en PME : Proposition d’un nouveau paradigme pour comprendre cette relation.,,"Manon Enjolras,Christophe Schmitt,Mauricio Camargo",COMM,,2016,,,CIFEPME 2016,en
https://hal-univ-lyon3.archives-ouvertes.fr/hal-01386630,Frugal Innovation or Frugal Renovation: How can Western Designers adopt Frugal Engineering?,,"Jean-Pierre Micaelli,Joëlle Forest,Joelle Forest,Eric Bonjour,Dominique Loise",ART,10.3917/jie.021.0039,2016,Journal of Innovation Economics & Management,De Boeck Supérieur,,en
https://hal.univ-lorraine.fr/hal-01522500,Biodiesel-triple bottom line (TBL): A new hierarchical sustainability assessment framework of principles criteria & indicators (PC&I) for biodiesel production. Part II-validation,,"Sandra Bautista,M. Enjolras,P. Narvaez,Mauricio Camargo,Laure Morel",ART,10.1016/j.ecolind.2016.04.046,2016,Ecological Indicators,Elsevier,,en
https://hal.archives-ouvertes.fr/hal-01839033,Multi-criteria decision analysis for the selection of sustainable chemical process routes during early design stages,,"Juliana Serna,Esneider Díaz Martinez,Paulo Narváez Rincón,Mauricio Camargo,Daniel Galvez,Elvaro Orjuela",ART,10.1016/j.cherd.2016.07.001,2016,Chemical Engineering Research and Design,Elsevier,,en
https://hal.univ-lorraine.fr/hal-01522503,Creativity support systems: A systematic mapping study,,"Alex Gabriel,Davy Monticolo,Mauricio Camargo,Mario Bourgault",ART,10.1016/j.tsc.2016.05.009,2016,Thinking Skills and Creativity,Elsevier,,en
https://hal.univ-lorraine.fr/hal-01736667,"“Empowering everyone to innovate”\, Sharing vision(s) and practices of how to achieve it through collaboratories.",Workshop,"Brigitte Trousse,Arthur Serra,Virginie Zingraff,Laurent Dupont",COMM,,2016,,,Open Living Labs Days,en
https://hal.archives-ouvertes.fr/hal-01321071,Operational and system hazard analysis in a safe systems requirement engineering process – Application to automotive industry,,"Pierre Mauborgne,Samuel Deniaud,Eric Levrat,Eric Bonjour,Jean-Pierre Micaëlli,Dominique Loise",ART,10.1016/j.ssci.2016.04.011,2016,Safety Science,Elsevier,,en
https://hal.univ-lorraine.fr/hal-01522504,Sensitivity analysis of the damping properties of viscoelastic composite structures according to the layers thicknesses,,"Komlan Akoussan,Hakim Boudaoud,El Mostafa Daya,Yao Koutsawa,Erasmo Carrera",ART,10.1016/j.compstruct.2016.03.061,2016,Composite Structures,Elsevier,,en
https://hal.univ-lorraine.fr/hal-01523218,"New product acceptability evaluation and improvement model with knowledge reuse**This work is financed by a grant from the French Ministry of Higher Education and Research (Ministere de l’Enseignement superieur et de 1a Recherche\, MESR).",,"Giovanny Arbelaez Garces,Eric Bonjour,Auguste Rakotondranaivo",COMM,10.1016/j.ifacol.2016.07.639,2016,,,"8th IFAC Conference on Manufacturing Modeling, Management & Control",en
https://hal.univ-lorraine.fr/hal-01736671,"L’innovation numérique\, facteur de développement des territoires ruraux",,Laurent Dupont,COMM,,2016,,,Défis numériques des territoires ruraux. Infrastructures et usages. Regards croisés en Grande Région,fr
https://hal.univ-lorraine.fr/hal-02083876,Understanding Museum visitors' experience through an Eye-tracking study and a Living Lab approach,,"Paola Patricia Parra Morantes,Sonia Andrea Peñarete,Giovanny Arbelaez Garces,Mauricio Camargo,Laurent Dupont",COMM,10.1109/ICE/ITMC39735.2016.9025900,2016,,,22nd ICE/IEEE International Technology Management Conference,en
https://hal.archives-ouvertes.fr/hal-02510621,Use as essential factor for Technology Adoption: Case study of electric vehicle’s uses in French regional Ecosystem,,"Julien Hubert,Laurent Dupont,Claudine Guidat",COMM,10.1109/ICE/ITMC39735.2016.9026122,2016,,,"2016 International Conference on Engineering, Technology and Innovation/IEEE lnternational Technology Management Conference (ICE/ITMC}",en
https://hal.archives-ouvertes.fr/hal-01331887,Exploring the Appropriateness of Different Immersive Environments in the Context of an Innovation Process for Smart Cities,,"Laurent Dupont,Laure Morel,Marc Pallot",COMM,10.1109/ICE/ITMC39735.2016.9025965,2016,,,22nd ICE/IEEE International Technology Management Conference,en
https://hal.univ-lorraine.fr/hal-02918803,Dealing with acceptability of innovative solutions for active travels in urban environment : Proposition of a sensory-emotional approach as a cornerstone of user experience design,,"Aline Convolte,Frédérique Mayer,Claudine Guidat,Vuillemin Anne",COMM,10.1109/ICE/ITMC39735.2016.9026153,2016,,,"2016 International Conference on Engineering, Technology and Innovation/IEEE lnternational Technology Management Conference (ICE/ITMC}",en
https://hal.archives-ouvertes.fr/hal-01891266,Observing innovation impacts on supply chain: the case of the Swatch,,"Brunelle Marche,Vincent Boly,J. Ortt",COMM,,2016,,,"International Conference on Engineering, Technology & Innovation",en
https://hal.univ-lorraine.fr/hal-01736701,A la une : Nancy Grand Cœur se distingue par son approche de la mobilité,,"Malika Dati,Frédéric Chastanier,Laurent Dupont",OTHER,,2016,Transflash,Cerema,,fr
https://hal.univ-lorraine.fr/tel-01752264,"Intégration des préférences des parties prenantes et amélioration de l'acceptabilité lors du processus de co-conception : application au système de santé,Integration of stakeholders' preferences in the co-design process: application in the healthcare system",,Giovanny Alberto Arbelaez Garces,THESE,,2016,,,,fr
https://hal.archives-ouvertes.fr/hal-01448844,A categorization of customer concerns for an OT front-end of innovation process in an IT/OT convergence context,,"Emilie Bonnetto,Bernard Yannou,Gwenola Bertoluci,Vincent Boly,Jorge Alvarez",COMM,,2016,,,International Design Conference,en
https://hal.archives-ouvertes.fr/hal-02492178,SMEs’ Innovation and Export Capabilities: Toward a common Conceptual Framework,,"Manon Enjolras,Mauricio Camargo,Christophe Schmitt",COMM,,2016,,,IAMOT 2016. Conference Proceedings of the 25th International Conference on Management of Technology,en
https://tel.archives-ouvertes.fr/tel-01497964,"Vers une ingénierie de systèmes sûrs de fonctionnement basée sur les modèles en conception innovante,Towards a Safe Systems Engineering",,Pierre Mauborgne,THESE,,2016,,,,fr
https://hal.univ-lorraine.fr/hal-01522502,An acceptability estimation and analysis methodology based on Bayesian networks,,"Giovanny Arbelaez Garces,Auguste Rakotondranaivo,Eric Bonjour",ART,10.1016/j.ergon.2016.02.005,2016,International Journal of Industrial Ergonomics,Elsevier,,en
https://hal.archives-ouvertes.fr/hal-01891016,OBSERVING NEW PRODUCT IMPACTS ON SECTORS VALUE CHAINS: THE CASE OF A FRENCH ELECTRONIC SME,,"Brunelle Marche,Vincent Boly,Roland Ortt",COMM,,2016,,,IAMOT,en
https://hal.archives-ouvertes.fr/hal-02378279,De l’expérience aux compétences en langues : le rôle des écrits réflexifs dans le processus d’autonomisation des étudiants,,"Maud Ciekanski,Sophie Bailly,Anne Chateau,Peggy Candas,R. Bary,M. Rees",COUV,,2016,,,,fr
https://hal.univ-lorraine.fr/hal-02365821,SMEs’ Innovation and Export Capabilities: Identification and Characterization of a Common Space Using Data Spatialization,,"Manon Enjolras,Mauricio Camargo,Christophe Schmitt",ART,10.4067/S0718-27242016000200006,2016,Journal of Technology Management and Innovation,Universidad Alberto Hurtado,,en
https://hal.univ-lorraine.fr/hal-02537778,La paradigme de la complexité pour aborder le lien entre innovation et exportation en PME,,"Manon Enjolras,Christophe Schmitt,M Camargo",COUV,,2016,,,,fr
https://hal.archives-ouvertes.fr/hal-01332552,Cost and efficiency assessment during deep energy refurbishment strategies: A case-study-based methodology,,"Lamia Brissel,Laurent Dupont,Laure Morel,Claudine Guidat",ART,,2016,"International journal of energy, environment, economics",Nova Science Publishers,,en
https://hal.univ-lorraine.fr/hal-01522499,Biodiesel-TBL plus : A new hierarchical sustainability assessment framework of PC&I for biodiesel production - Part I,,"Sandra Bautista,P. Narvaez,Mauricio Camargo,Olivier Chery,Laure Morel",ART,10.1016/j.ecolind.2015.06.020,2016,Ecological Indicators,Elsevier,,en
https://hal.univ-lorraine.fr/hal-01959506,Complex Systems Design & Management,,"Gérard Auvray,Jean-Claude Bocquet,Eric Bonjour,Daniel Krob",DOUV,,2016,,,"Sixth International Conference on Complex Systems Design & Management, CSD&M 2015",en
https://hal.univ-lorraine.fr/hal-01960097,Fab Labs : L’usager Innovateur,,"Laure Morel,Serge Le Roux",DOUV,,2016,,,,fr
https://hal.univ-lorraine.fr/hal-01960316,De la connaissance de soi à la compréhension de l'autre,déconstruire ses mythes sur le travail en équipe pour manager demain,"Raphaël Bary,Martine Tani",COUV,,2016,,,,fr
https://hal.univ-lorraine.fr/hal-01960108,Ingénierie de l’innovation,,"Vincent Boly,Mauricio Camargo,Laure Morel",DOUV,,2016,,,,fr
https://hal.univ-lorraine.fr/hal-01960303,Démocratisation de la fabrication additive : impression 3D et FabLabs,,"Hakim Boudaoud,Vincent Boly",COUV,,2016,,,,fr
https://hal.univ-lorraine.fr/hal-01522501,Improving users' product acceptability: an approach based on Bayesian networks and a simulated annealing algorithm,,"Giovanny Arbelaez Garces,Auguste Rakotondranaivo,Eric Bonjour",ART,10.1080/00207543.2016.1156183,2016,International Journal of Production Research,Taylor & Francis,,en
https://hal.archives-ouvertes.fr/hal-01891121,From descriptive customer data to need definition: a formalised approach,,"Vincent Boly,Laure Morel,Mauricio Camargo,Helmi Ben Rejeb",ART,10.1504/IJPD.2016.10004476,2016,International Journal of Product Development,Inderscience,,en
https://hal.univ-lorraine.fr/hal-01522693,Improving the idea selection process in creative workshops through contextualisation,,"Alex Gabriel,Mauricio Camargo,Davy Monticolo,Vincent Boly,Mario Bourgault",ART,10.1016/j.jclepro.2016.05.039,2016,Journal of Cleaner Production,Elsevier,,en
https://hal.archives-ouvertes.fr/tel-01312308,Approches organisationnelles pour la conception de systèmes multi-agents dédiés à la gestion des connaissances; Application aux projets d'ingénierie et d'innovation Composition du jury,,Davy Monticolo,HDR,,2015,,,,fr
https://hal.univ-lorraine.fr/tel-01752266,"Sustainability assessment of biodiesel production in Colombia,Évaluation de la durabilité de la production du biodiesel en Colombie",,Sandra Cecilia Bautista Rodríguez,THESE,,2015,,,,en
https://hal.archives-ouvertes.fr/hal-01238412,Editorial of INSIGHT Special Issue: AFIS Doctoral Symposium: Advancing Systems Analysis and Modeling in French Universities,,"Hervé Panetto,Frédérique Mayer,Eric Bonjour",ART,10.1002/inst.12052,2015,INSIGHT - International Council on Systems Engineering (INCOSE),Wiley,,en
https://hal.archives-ouvertes.fr/hal-01238535,La simulation numérique en ingénierie des systèmes complexes (keynote),,"Eric Bonjour,Eric Levrat,David Gouyon",COMM,,2015,,,La simulation numérique pour la décision en ingénierie des systèmes complexes,fr
https://hal.univ-lorraine.fr/hal-01736676,EcoQuartier Nancy Grand Cœur : Atelier de la Fabrique,,"Malika Dati,Frédéric Chastanier,Laurent Dupont",COMM,,2015,,,7ème séminaire DUEE/RSTT du CEREMA et du CNFPT - Mobilité / aménagement / qualité de l’air : comment les articuler au service de la santé ?,fr
https://hal.archives-ouvertes.fr/hal-02523749,Recyclage des plastiques pour l’impression 3D dans un contexte open-source.,,"Sandrine Hoppe,Fabio Alberto Cruz Sanchez",COMM,,2015,,,"Journée Promotion Procédés Produits : Recyclage des matières plastiques, un défi scientifique et économique pour l’avenir de notre industrie",fr
https://hal.archives-ouvertes.fr/hal-01236850,Maintenance as a cornerstone for the application of regeneration paradigm in systems lifecycle,,"Laëtitia Diez,Pascale Marangé,Frédérique Mayer,Eric Levrat",COMM,10.1007/978-3-319-26109-6_14,2015,,,"Sixth International Conference on Complex Systems Design & Management, CSD&M 2015",en
https://hal.archives-ouvertes.fr/hal-01332286,Le « technicien-citoyen » et La Fabrique Nancy Grand Cœur : le prisme de l’usage dans la conception d’un écoquartier,,"Laurent Dupont,Laure Morel,Claudine Guidat,Julien Hubert,Martine Revel",COUV,,2015,,,,fr
https://hal.univ-lorraine.fr/hal-01522506,Reverse logistics network design for a biogas plant: An approach based on MILP optimization and Analytical Hierarchical Process (AHP),,"Daniel Galvez,Auguste Rakotondranaivo,Laure Morel,Mauricio Camargo,Michel Fick",ART,10.1016/j.jmsy.2014.12.005,2015,Journal of Manufacturing Systems,Elsevier,,en
https://hal.univ-lorraine.fr/tel-02075480,"Strategy and Method for the Elaboration\, Development and Optimization of an Innovative Recycling Process,Stratégie et méthode pour l'élaboration\, le développement et l'optimisation d'un processus de recyclage innovant",,Elisa Bonaldi,THESE,,2015,,,,en
https://hal.archives-ouvertes.fr/tel-01752010v2,"Proposition d'une approche d'amélioration des performances des organisations par le management opérationnel de leurs connaissances et compétences,Proposing a performance improvement approach to organizations by the operational management of their knowledge and competences",,Julien Girodon,THESE,,2015,,,,fr
https://hal.archives-ouvertes.fr/hal-02518430,Polymer recycling and additive manufacturing in an open-source context: Optimization of processes and methods. Communication orale,,"Fabio Cruz Sanchez,\, Lanza,Hakim Boudaoud,Sandrine Hoppe,Mauricio Camargo",COMM,,2015,,,. 27th annual international Solid Freeform Fabrication Symposium: an additive manufacturing conference,en
https://hal.univ-lorraine.fr/hal-01523136,Polymer Recycling and Additive Manufacturing in an Open Source context: Optimization of processes and methods,,"Fabio Alberto Cruz Sanchez,Silvia Lanza,Hakim Boudaoud,Sandrine Hoppe,Mauricio Camargo",COMM,,2015,,,"Annual International Solid Freeform Fabrication Symposium, ISSF 2015",en
https://hal.univ-lorraine.fr/hal-01522507,An organizational approach to designing an intelligent knowledge-based system: Application to the decision-making process in design projects,,"Julien Girodon,Davy Monticolo,Eric Bonjour,Maggy Perrier",ART,10.1016/j.aei.2015.07.001,2015,Advanced Engineering Informatics,Elsevier,,en
https://hal.archives-ouvertes.fr/hal-01332445,Spaces to foster and sustain innovation: Towards a conceptual framework,,"Ferney Osorio Bustamante,José-Ismael Pena Reyes,Mauricio Camargo,Laurent Dupont",COMM,10.1109/ICE.2015.7438661,2015,,,"2015 IEEE International Conference on Engineering, Technology and Innovation/ International Technology Management Conference (ICE/ITMC)",en
https://hal.archives-ouvertes.fr/hal-01332219,The role of mock-ups in the anticipation of the user experience within a living lab: An empirical study,,"Laurent Dupont,Claudine Guidat,Laure Morel,Nathalie Skiba",COMM,10.1109/ICE.2015.7438669,2015,,,"2015 IEEE International Conference on Engineering, Technology and Innovation/ International Technology Management Conference (ICE/ITMC)",en
https://hal.archives-ouvertes.fr/hal-02453817,Spaces to foster and sustain innovation: Towards a conceptual framework,,"Ferney Osorio Bustamante,Jose Ismael Pena Reyes,Mauricio Camargo,Laurent Dupont",COMM,10.1109/ICE.2015.7438661,2015,,,"2015 IEEE International Conference on Engineering, Technology and Innovation/ International Technology Management Conference (ICE/ITMC)",en
https://hal.univ-lorraine.fr/hal-01522897,How to adapt the innovation process to the context and objectives of the project,,"Vincent Boly,Mauricio Camargo,Daniel Galvez,Johan Claire",COMM,,2015,,,24th International Conference on Management of Technology,en
https://hal.archives-ouvertes.fr/hal-01333488,When innovation supported by Fab Labs becomes a tool for territorial economic development: example of the first mobile Fab Lab in France.,,"Laure Morel,Laurent Dupont,Pascal Lhoste",COMM,,2015,,,IAMOT 2015 The 24th International Conference for the International Association of Management of Technology,en
https://hal.archives-ouvertes.fr/hal-01331610,Le Lorraine Fab Living Lab : la 4ème dimension de l’innovation,,"Laurent Dupont,Laure Morel,Pascal Lhoste",COMM,,2015,,,Journées Hubert Curien,fr
https://hal.univ-lorraine.fr/hal-01736679,"Données de masse\, ingénierie collaborative\, intégration des usages\, etc. La Smart City espace de convergence de nouveaux métiers et d’évolution des pratiques",,Laurent Dupont,COMM,,2015,,,Séminaire Réseau de Recherche sur l’Innovation,fr
https://hal.univ-lorraine.fr/hal-01736680,Le « Coworking »,,Laurent Dupont,COMM,,2015,,,Séminaire CGPME des Vosges,fr
https://hal.univ-lorraine.fr/hal-01736686,La Fabrique Nancy Grand Coeur : l'approche en mode Living Lab de la co-conception d'un projet d'EcoQuartier,,Laurent Dupont,COMM,,2015,,,Cycle de conférences projet urbain 2014-2015 Université de Liège,fr
https://hal.univ-lorraine.fr/hal-01736689,Présentation de la plate-forme Lorraine Fab Living Lab ® : Retour d'expérience sur la genèse et son fonctionnement,,Laurent Dupont,COMM,,2015,,,"Groupe de travail ""open labs"" : de nouveaux modèles d'innovation ? de l’ANRT-Futuris et ESG Management School avec France Living Labs (F2L)",fr
https://hal.archives-ouvertes.fr/hal-01332439,Rapport final de la Tâche 1 du Projet INCERDD « prise en compte des INCertitudes pour des Décisions Durables » - ANR Ville Durable,Définition d’objectifs partagés entre acteurs de la ville et identification d’un ensemble de stratégies relatives aux thématiques abordées en concertation avec les différents acteurs de la ville.,"Laurent Dupont,Laure Morel,Lamia Brissel,Olivier Chery,Mauricio Camargo,Julien Hubert,Alissia Gouju,Jonathan Lacroix",REPORT,,2015,,,,fr
https://hal.archives-ouvertes.fr/hal-01333553,Rapport final de la Tâche 1 du Projet INCERDD « prise en compte des INCertitudes pour des Décisions Durables » - ANR Ville Durable,Définition d’objectifs partagés entre acteurs de la ville et identification d’un ensemble de stratégies relatives aux thématiques abordées en concertation avec les différents acteurs de la ville.,"Laurent Dupont,Laure Morel,Lamia Brissel,Olivier Chery,Mauricio Camargo,Julien Hubert,Alissia Gouju,Jonathan Lacroix",REPORT,,2015,,,,fr
https://hal.univ-lorraine.fr/hal-01736690,(Éco)Mobilité dans la Ville - Témoignage sur la démarche innovante du Grand Nancy dans le cadre de l’ÉcoQuartier “Nancy Grand Coeur”,,"Frédéric Chastanier,Laurent Dupont",COMM,,2015,,,"Séminaire du comité Scientifique EcoQuartier, Ministère de l'Egalité des Territoires et du Logement",fr
https://hal.univ-lorraine.fr/tel-01751396,"Évaluation de la capacité à innover : une approche par auto évaluation et suivi supporté par des analyses multicritères dynamiques,Evaluation of Innovation capabilities: A self assessment approach and monitoring supported by multi-criteria dynamic analysis",,Daniel Galvez Manriquez,THESE,,2015,,,,fr
https://hal.univ-lorraine.fr/hal-01736692,L’ingénierie collaborative dans les projets urbains : l’intégration des usagers en phase amont des projets,,Laurent Dupont,COMM,,2015,,,Séminaire Cycle de Conférences,fr
https://hal.univ-lorraine.fr/hal-01270994,Optimized Production of Multilayered Monodisperse Polymer Nanoparticles,,"Brahim Benyahia,M. Abderrazak Latifi,Christian Fonteix,Fernand Pla",COMM,,2015,,,"12TH INTERNATIONAL SYMPOSIUM ON PROCESS SYSTEMS ENGINEERING (PSE) AND 25TH EUROPEAN SYMPOSIUM ON COMPUTER AIDED PROCESS ENGINEERING (ESCAPE), PT A",en
https://hal.univ-lorraine.fr/hal-01270991,A New Catalytic System for the Photodegradation of Endocrinal Disruptors: Synthesis and Efficiency Modeling and Optimization,,"Alma Jasso-Salcedo,Dimitrios Meimaroglou,Mauricio Camargo,Sandrine Hoppe,Fernand Pla,Vladimir Escobar-Barrios",COMM,10.3303/CET1543157,2015,,,ICHEAP12: 12TH INTERNATIONAL CONFERENCE ON CHEMICAL & PROCESS ENGINEERING,en
https://hal.univ-lorraine.fr/hal-01522505,A meta-model for knowledge configuration management to support collaborative engineering,,"Davy Monticolo,Julien Badin,Samuel Gomes,Eric Bonjour,Dominique Chamoret",ART,10.1016/j.compind.2014.08.001,2015,Computers in Industry,Elsevier,,en
https://hal.univ-lorraine.fr/hal-01513733,Vibration Modeling of Multilayer Composite Structures with Viscoelastic Layers,,"Komlan Akoussan,Hakim Boudaoud,Daya El-Mostafa,E. Carrera",ART,10.1080/15376494.2014.907951,2015,Mechanics of Advanced Materials and Structures,Taylor & Francis,,en
https://hal.archives-ouvertes.fr/hal-01332233,Innovative public-private partnership to support Smart City: the case of “Chaire REVES”,,"Laurent Dupont,Laure Morel,Claudine Guidat",ART,10.1108/JSMA-03-2015-0027,2015,Journal of Strategy and Management,Emerald,,en
https://hal.univ-lorraine.fr/hal-01522691,Supporting SMEs' IP capabilities: Impact study of INPI pre-diagnosis through the use of the AIDA approach,,"Manon Enjolras,Daniel Galvez\,,Mauricio Camargo,Laure Morel",ART,10.1016/j.wpi.2014.11.001,2015,World Patent Information,Elsevier,,en
https://hal.univ-lorraine.fr/hal-01959482,Mesurer l’acceptabilité d’un nouveau produit,,"Giovanny Arbelaez Garces,Eric Bonjour,Auguste Rakotondranaivo",COUV,,2015,,,,fr
https://hal.univ-lorraine.fr/hal-01959486,Mesurer la capacité d’une entreprise à protéger ses innovations,,Manon Enjolras,COUV,,2015,,,,fr
https://hal.univ-lorraine.fr/hal-01960294,Comment réusir le pilotage d’un projet d’innovation dans une PME/PMI,,"Laure Morel,Mauricio Camargo,Vincent Boly",COUV,,2015,,,,fr
https://hal.univ-lorraine.fr/hal-01959480,Évaluations des idées issues de la créativité,,Aurélie Gabriel,COUV,,2015,,,,fr
https://hal.univ-lorraine.fr/hal-01959462,Un outil pour mesurer la capacité d’innovation :l’Indice d’Innovation Potentielle,,Daniel Galvez Manriquez,COUV,,2015,,,,fr
https://hal.univ-lorraine.fr/hal-01959454,Mesurer l'innovation en entreprise,un levier essentiel pour la réussite des projets innovants,"Mauricio Camargo,Vincent Boly,Laure Morel",DOUV,,2015,,,,fr
https://hal.univ-lorraine.fr/hal-01959459,"Capacité d’innovation des PME\, ce qu’il faut mesurer",,"Mauricio Camargo,Vincent Boly,Laure Morel",COUV,,2015,,,,fr
https://hal.univ-lorraine.fr/hal-01959463,Élaboration d’une stratégie de développement à partir de la mesure de la capacité à innover,,Daniel Galvez Manriquez,COUV,,2015,,,,fr
https://hal.univ-lorraine.fr/hal-01959466,Mesurer la performance dans le pilotage d’un projet d’innovation,,"Laure Morel,Vincent Boly,Mauricio Camargo",COUV,,2015,,,,fr
https://hal.univ-lorraine.fr/hal-01959472,Mesurer l’adéquation entre les pratiques de gestion de projet et les caractéristiques du projet innovant,,J. Claire,COUV,,2015,,,,fr
https://hal.univ-lorraine.fr/hal-01959490,RO2I un outil de mesure de l’intérêt de l’« Open innovation » pour un projet,,Alexis Steiner,COUV,,2015,,,,fr
https://hal.archives-ouvertes.fr/hal-02519904,A New Catalytic System for the Photo degradation of Endocrinal Disruptors: Synthesis and Efficiency Modeling and Optimization,,"Alma Berenice Jasso-Salcedo,Dimitrios Meimaroglou,Mauricio Camargo,Sandrine Hoppe,Fernand Pla,Vladimir Alonso Escobar-Barrios",ART,10.3303/CET1543157,2015,Chemical Engineering Transactions,AIDIC,,en
https://hal.univ-lorraine.fr/hal-01522780,An Agent Based Approach to Annotate Ideas during Creativity Challenges in an Engineering School of Innovation,,"Davy Monticolo,T. K. Chang,Inaya Lahoud",COMM,,2014,,,1st International Workshop on Educational Knowledge Management (EKM 2014),en
https://hal.univ-lorraine.fr/hal-01522776,A Semantic Wiki to Share and Reuse Knowledge into Extended Enterprise,,"Inaya Lahoud,Davy Monticolo,Vincent Hilaire",COMM,10.1109/SITIS.2014.112,2014,,,10th International Conference on Signal-Image Technology and Internet-Based Systems (SITIS 2014),en
https://hal.univ-lorraine.fr/hal-01522860,Preliminary hazard analysis generation integrated with operational architecture - application to automobile,,"Pierre Mauborgne,Samuel Deniaud,Éric Levrat,Eric Bonjour,Jean-Pierre Micaëlli,Dominique Loise",COMM,10.1007/978-3-319-11617-4_21,2014,,,"Fifth International Conference on Complex Systems Design & Management, CSD&M 2014",en
https://hal.archives-ouvertes.fr/hal-01087867,Vers un apprentissage itératif à l'ingénierie système basée sur des modèles,,"Gérard Morel,Fabien Bouffaron,Olivier Nartz,Frédérique Mayer,Pascale Marangé,Eric Levrat,Hervé Panetto",COMM,,2014,,,"10ème Conférence Francophone de Modélisation, Optimisation et Simulation, MOSIM'14",fr
https://hal.archives-ouvertes.fr/hal-01166679,EVALUATING THE IMPACT OF THE TRAFFIC RECONFIGURATION OF A COMPLEX URBAN INTERSECTION,,"Adriana Simona Mihaita,Mauricio Camargo,Pascal Lhoste",COMM,,2014,,,"MOSIM 2014, 10ème Conférence Francophone de Modélisation, Optimisation et Simulation",en
https://hal.univ-lorraine.fr/tel-01751365,"Approche organisationnelle basée sur le paradigme agent pour la synthèse et la réutilisation des connaissances en ingénierie collaborative,Organizational agent based approach for the synthesis and reuse of knowledge in collaborative engineering",,Hind Darwich Akoum,THESE,,2014,,,,fr
https://hal.archives-ouvertes.fr/hal-02520534,ANN modeling and optimization of synthesis-performance of ZnO photocatalyst,,"Alma Berenice Jasso Salcedo,Sandrine Hoppe,Fernand Pla,Vladimir A. Escobar-Barrios,Mauricio Camargo,Dimitrios Meimaroglou",COMM,,2014,,,XXVII Inter-American and Colombian Chemical Engineering Congress,en
