"Url";"Title";"Authors";"Type.document";"DOI";"Year";"Journal";"Publisher";"Conference";"Scopus";"Quartile-Scimago-Engineering";"H.Factor";"Categories"
"https://hal.univ-lorraine.fr/hal-03005576";"Gestion informatisée des lits : état des lieux et analyse a priori des impacts multicritères.";"Auguste Rakotondranaivo,Sophie Pottier";"COMM";NA;"2020";NA;NA;"10ème conférence francophone en Gestion et Ingénierie des Systèmes Hospitaliers";"Non";NA;NA;NA
"https://hal.univ-lorraine.fr/hal-03030804";"A Biocompatible 3-D printable Cellulose-based Material for Soil Science Research";"Javier Arrieta-Escobar,Nicolas Valette,Apolline Auclerc,Delphine Derrien,Stéphanie Ouvrard,Alaa Hassan,Vincent Boly,Véronique Falk,Marie-France Dignac";"COMM";NA;"2020";NA;NA;"5th International Conference on Bioinspired and Biobased Chemistry and Materials";"Non";NA;NA;NA
"https://hal.univ-lorraine.fr/hal-03005570";"Decision support tool for the food supply chain to prevent undernutrition in the elderly at home";"Auguste Rakotondranaivo,Christine Miro,Sarah Ferhah,Nathalie Rouyer";"COMM";NA;"2020";NA;NA;"SHeIC 2020 : Smart Health International Conference";"Non";NA;NA;NA
"https://hal.univ-lorraine.fr/hal-03042965";"A contingency approach of the SMEs internationalization practices: A case study in the United States";"Benoît Gaussin,Manon Enjolras,Vincent Boly";"COMM";NA;"2020";NA;NA;"International Conference on Management of Technology (IAMOT)";"Non";NA;NA;NA
"https://hal.univ-lorraine.fr/hal-03042960";"The challenge of SMEs’ Export: The case of Argentine wine companies";"Soledad Gili,Manon Enjolras,Mauricio Camargo";"COMM";NA;"2020";NA;NA;"International Conference on Management of Technology (IAMOT)";"Non";NA;NA;NA
"https://hal.univ-lorraine.fr/hal-03096713";"Current Approaches on Chemical Product Design: A Study of Opportunities Identification for Integrated Methodologies";"Javier Arrieta-Escobar,Mauricio Camargo,Alvaro Orjuela,Laure Morel";"COMM";NA;"2020";NA;NA;"29th International Conference of the International Association for Management of Technology, IAMOT 2020";"Non";NA;NA;NA
"https://hal.univ-lorraine.fr/hal-03042982";"Exploring the Relationship Between Customer Needs and Product Target Specifications for Cosmetic Emulsions";"Juliana Serna Rodas,Javier Arrieta-Escobar,Manon Enjolras,Fatima Ezzahra Hamdani";"COMM";NA;"2020";NA;NA;"International Conference on Management of Technology (IAMOT)";"Non";NA;NA;NA
"https://hal.univ-lorraine.fr/hal-03042944";"Innovation Stories Platform: A Holistic Framework for Innovation Case Studies";"Fatima Ezzahra Hamdani,Manon Enjolras,Vincent Boly";"COMM";NA;"2020";NA;NA;"International Conference on Management of Technology (IAMOT)";"Non";NA;NA;NA
"https://hal.inria.fr/hal-02974679";"Définition d'une méthodologie d'indexation de documents textuels par étiquetage de séquences : application aux offres d'emploi";"H Ramdani,A Brun,E Bonjour,D Monticolo";"COMM";NA;"2020";NA;NA;"Conférence Nationale sur les Applications Pratiques de l’Intelligence Artificielle - APIA 2020";"Non";NA;NA;NA
"https://hal.univ-lorraine.fr/hal-03023080";"Developing a territorial diagnostic as part of a living lab process: Implementation to improve management and wood mobilization in small French private forest";"Maxence Arnould,Laure Morel,Meriem Fournier";"COMM";NA;"2020";NA;NA;"IEEE International Conference on Engineering, Technology and Innovation (ICE/ITMC)";"Non";NA;NA;NA
"https://hal.univ-lorraine.fr/hal-02941618";"Designing interactive museum visitors' experience using a Fab Living Lab platform: the Museum-Aquarium of Nancy case";"Ievgeniia Ten,Giovanny Arbelaez-Garces,Laurent Dupont";"COMM";"10.1109/ICE/ITMC49519.2020.9198641";"2020";NA;NA;"2020 IEEE International Conference on Engineering, Technology and Innovation (ICE/ITMC)";"Non";NA;NA;NA
"https://hal.archives-ouvertes.fr/hal-02941900";"Connecting the strategic intent of innovation labs and projects: the case of the Green Fablab";"Thibaut Roux-Marchand,Fabio Cruz,Laurent Dupont,Mauricio Camargo,Ferney Osorio";"COMM";"10.1109/ICE/ITMC49519.2020.9198320";"2020";NA;NA;"2020 IEEE International Conference on Engineering, Technology and Innovation (ICE/ITMC)";"Non";NA;NA;NA
"https://hal.univ-lorraine.fr/hal-03042992";"Analysis of SMEs' innovation capability: Towards a taxonomic approach based on internal and contextual factors";"Manon Enjolras,Daniel Galvez Manriquez,Mauricio Camargo,Christophe Schmitt";"COMM";NA;"2020";NA;NA;"International Conference on Engineering, Technology and Innovation (ICE-IEEE)";"Non";NA;NA;NA
"https://hal.archives-ouvertes.fr/hal-02884574";"Applying a Living Lab Approach to Smart Grid Training Course Design";"Alex Gabriel,Kévin Berger,Laurent Dupont,Valerie Rault,Mauricio Camargo,Frédérique Mayer";"COMM";"10.1109/ICE/ITMC49519.2020.9198604";"2020";NA;NA;"2020 IEEE International Conference on Engineering, Technology and Innovation (ICE/ITMC)";"Non";NA;NA;NA
"https://hal.univ-lorraine.fr/hal-02565428";"Development of an IMU-based ergonomics assessment tool for virtual reality";"Giovanny Arbelaez Garces,Julien Michaux,Mauricio Camargo,Nicolas Ferveur";"COMM";"10.20870/IJVR.2020...3316";"2020";NA;NA;"ConVRgence (VRIC) Virtual Reality International Conference Proceedings";"Non";NA;NA;NA
"https://hal.archives-ouvertes.fr/hal-02553833";"Reliability of virtual reality for user experience in spatial cognition: an exploratory approach";"Anaëlle Hily,Christel Jacob,Laurent Dupont,Giovanny Arbelaez,Jérôme Dinet,Mauricio Camargo";"COMM";NA;"2020";NA;NA;"ConVRgence (VRIC) Virtual Reality International Conference 2020";"Non";NA;NA;NA
"https://hal.archives-ouvertes.fr/hal-02551341";"Physiological assessment of User eXprience supported by Immersive Environments: First input from a literature review";"Mariela Martinez,Giovanny Arbelaez Garces,Laurent Dupont,Anaëlle Hily,Mauricio Camargo,Christel Jacob,Jérôme Dinet";"COMM";NA;"2020";NA;NA;"ConVRgence (VRIC) Virtual Reality International Conference";"Non";NA;NA;NA
"https://hal.archives-ouvertes.fr/hal-02500528";"From technological demonstrator to sustainable supply chain demonstrator: a conceptual framework";"Brunelle Marche,Fedoua Kasmi,Fabio Sanchez,Frédérique Mayer,Laurent Dupont";"COMM";NA;"2020";NA;NA;"Spring of Innovation";"Non";NA;NA;NA
"https://hal.univ-lorraine.fr/hal-02507196";"Living lab organization and practices as useful tools to stimulate innovation in forestry practices";"Maxence Arnould,Laure Morel,Meriem Fournier";"COMM";NA;"2020";NA;NA;"Governing and managing forests for multiple ecosystem services across the globe";"Non";NA;NA;NA
"https://hal.archives-ouvertes.fr/hal-03140936";"Sustainability assessment for chemical product and process design during early design stages";"Paulo César Narváez Rincón,Juliana Serna,Álvaro Orjuela,Mauricio Camargo";"COUV";"10.1016/B978-0-12-818376-2.00001-6";"2020";NA;NA;NA;"Non";NA;NA;NA
"https://hal.univ-lorraine.fr/hal-03024062";"“Do-It-Together” and innovation\, towards the Factories of the Future (FoF)";"Laurent Dupont,Fedoua Kasmi,Joshua M. Pearce,Roland Ortt";"OTHER";NA;"2020";"journal of innovation economics & management";"De Boeck Supérieur";NA;"Non";NA;NA;NA
"https://hal.archives-ouvertes.fr/hal-02878128";"Les espaces Do It Yourself\, vivre ou survivre ?";"Laurent Dupont,Laure Morel";"OTHER";NA;"2020";NA;NA;NA;"Non";NA;NA;NA
"https://hal.archives-ouvertes.fr/hal-02520650";"Thermoplastic elastomer filaments for multi-polymer structures by fused deposition modeling";"Jennifer Villamil,A El Akroud,Sandrine Hoppe,Hakim Boudaoud,Cécile Nouvel";"POSTER";NA;"2020";NA;NA;", 48ème International Colloquium of the French Polymer Society GFP";"Non";NA;NA;NA
"https://hal.univ-lorraine.fr/tel-03285385";"Fostering open innovation relationships between large corporations and startups. Implementation in the French ecosystem,Stimuler les relations d'innovation ouverte entre les grandes entreprises et les startups. Application à l’écosystème français";"Alice Bigault de Casanove";"THESE";NA;"2020";NA;NA;NA;"Non";NA;NA;NA
"https://hal.univ-lorraine.fr/tel-03254847";"Short circuit valorization of thermoplastic waste for the conception by 3D printing of composite structures,Valorisation en circuit court de déchets thermoplastiques pour la conception par impression 3D de structures composites";"Pavlo Santander Tapia";"THESE";NA;"2020";NA;NA;NA;"Non";NA;NA;NA
"https://hal.univ-lorraine.fr/tel-03132500";"Optimal Configuration of Distributed Energy Systems with Hydrogen as Energy Carrier under Sustainability Criteria,Configuration optimale des systèmes d'énergie distribuée avec l'hydrogène comme vecteur d'énergie selon les critères de durabilité";"Juan Fonseca";"THESE";NA;"2020";NA;NA;NA;"Non";NA;NA;NA
"https://hal.archives-ouvertes.fr/hal-02487442";"System control of situations perceived by their simplexity: case-study and open-issues";"Frédérique Mayer,Jean-Marc Dupont,David Gouyon,Eric Levrat,Jean-Pierre Hennebicq,Gérard Morel";"UNDEFINED";NA;"2020";NA;NA;NA;"Non";NA;NA;NA
"https://hal.univ-lorraine.fr/hal-02482689";"Nouvelle dynamique des mélanges fluides continus Partie 1 : En relativité restreinte";"C. Fonteix,Dimitrios Meimaroglou,M. Camargo,M. Feidt";"UNDEFINED";NA;"2020";NA;NA;NA;"Non";NA;NA;NA
"https://hal.univ-lorraine.fr/hal-02482702";"Nouvelle dynamique des mélanges fluides continus Part 2 : En relativité générale";"C. Fonteix,Dimitrios Meimaroglou,M. Camargo,M. Feidt";"UNDEFINED";NA;"2020";NA;NA;NA;"Non";NA;NA;NA
"https://hal.univ-lorraine.fr/hal-02877862";"Dynamique des mélanges fluides continus Part 3 : Nouvelle modélisation des forces d'interaction entre molécules et des non-linéarités de la diffusion";"Christian Fonteix,Michel Feidt,Mauricio Camargo";"UNDEFINED";NA;"2020";NA;NA;NA;"Non";NA;NA;NA
"https://hal.univ-lorraine.fr/hal-02877748";"Dynamique des mélanges fluides continus Part 1 : Applications d’une nouvelle formulation du deuxième principe de la thermodynamique";"C. Fonteix,M. Feidt,M. Camargo";"UNDEFINED";NA;"2020";NA;NA;NA;"Non";NA;NA;NA
"https://hal.univ-lorraine.fr/hal-02877827";"Dynamique des mélanges fluides continus Part 2 : bilans de quantité de mouvement\, d'énergie et d'entropie par constituant";"Christian Fonteix,Michel Feidt,Mauricio Camargo";"UNDEFINED";NA;"2020";NA;NA;NA;"Non";NA;NA;NA
"https://hal.archives-ouvertes.fr/hal-02984936";"Challenges for autonomous vehicles (AVs) engineering: Safety validation of functional performance limitations";"Tchoya Florence Koné,Eric Bonjour,Eric Levrat,Frédérique Mayer,Stéphane Géronimi";"ART";"10.1002/inst.12270";"2019";"insight - international council on systems engineering (incose)";"Wiley";NA;"Non";NA;NA;NA
"https://hal.archives-ouvertes.fr/hal-02423280";"Review of the AFIS 2018 Academy-Industry meetings in Nancy -The celebration of the 20th anniversary of AFIS!";"Eric Levrat,Eric Bonjour,David Gouyon,Pascale Marangé,Frédérique Mayer,Hervé Panetto,Jean-Claude Tucoulou";"ART";"10.1002/inst.12265";"2019";"insight - international council on systems engineering (incose)";"Wiley";NA;"Non";NA;NA;NA
"https://hal.archives-ouvertes.fr/hal-02339889";"Editorial - Special issue on System of Systems Engineering";"Franck Davoine,Eric Bonjour";"ART";"10.1002/sys.21525";"2019";"systems engineering";"Wiley";NA;"Oui";NA;NA;NA
"https://hal.archives-ouvertes.fr/hal-02942144";"Interface modeling for product‐service system integration";"Elaheh Maleki,Farouk Belkadi,Eric Bonjour,Ali Slayman,Alain Bernard";"ART";"10.1002/sys.21522";"2019";"systems engineering";"Wiley";NA;"Oui";NA;NA;NA
"https://hal.archives-ouvertes.fr/hal-02284566";"Application of Decision-Making Methods in Smart City Projects";"Giang Tran Thi Hoang,Laurent Dupont,Mauricio Camargo";"ART";"10.3390/smartcities2030027";"2019";"smart cities";"MDPI";NA;"Non";NA;NA;NA
"https://hal.archives-ouvertes.fr/hal-02168355";"Process and resource selection methodology in design for additive manufacturing";"Shervin Kadkhoda-Ahmadi,Alaa Hassan,Elnaz Asadollahi-Yazdi";"ART";"10.1007/s00170-019-03991-w";"2019";"international journal of advanced manufacturing technology";"Springer Verlag";NA;"Oui";"Q1";"124";"Computer Science Applications (Q1); Control and Systems Engineering (Q1); Industrial and Manufacturing Engineering (Q1); Mechanical Engineering (Q1); Software (Q1)"
"https://hal.archives-ouvertes.fr/hal-02151353";"A green procurement methodology based on Kraljic Matrix for supplier`s evaluation and selection: a case study from the chemical sector";"Felipe Sanchez Garzon,Manon Enjolras,Mauricio Camargo,Laure Morel";"ART";"10.1080/16258312.2019.1622446";"2019";"supply chain forum: an international journal";"Kedge Business School";NA;"Non";NA;NA;NA
"https://hal.archives-ouvertes.fr/hal-02061928";"Evaluating air quality by combining stationary\, smart mobile pollution monitoring and data-driven modelling";"Adriana Simona Mihăiţă,Laurent Dupont,Olivier Chery,Mauricio Camargo,Chen Cai";"ART";"10.1016/j.jclepro.2019.02.179";"2019";"journal of cleaner production";"Elsevier";NA;"Oui";"Q1";"200";"Environmental Science (miscellaneous) (Q1); Industrial and Manufacturing Engineering (Q1); Renewable Energy, Sustainability and the Environment (Q1); Strategy and Management (Q1)"
"https://hal-univ-lyon3.archives-ouvertes.fr/hal-02166163";"A Step for improving the transition between traditional Project Management to Agile Project Management";"Felipe Sanchez Garzon,Jean-Pierre Micaëlli,Eric Bonjour,Davy Monticolo";"ART";"10.19255/JMPM01906";"2019";"the journal of modern project management";"jmpm";NA;"Non";NA;NA;NA
"https://hal.archives-ouvertes.fr/hal-03064904";"Methodology to design ontologies from organizational models: application to creativity workshops";"Gabriel Alex,Barrios Pedro Chavez,Monticolo Davy";"ART";"10.1017/S0890060419000088";"2019";"ai edam";"Cambridge University Press (CUP)";NA;"Non";NA;NA;NA
"https://hal.univ-lorraine.fr/hal-01919436";"Understanding user representations\, a new development path for supporting Smart City policy: Evaluation of the electric car use in Lorraine Region";"Laurent Dupont,Julien Hubert,Claudine Guidat,Mauricio Camargo";"ART";"10.1016/j.techfore.2018.10.027";"2019";"technological forecasting and social change";"Elsevier";NA;"Oui";NA;NA;NA
"https://hal.archives-ouvertes.fr/hal-02072187";"Multiobjective optimization for the design of phase III biorefinery sustainable supply chain";"Andrea Teresa Espinoza Pérez,Paulo César Narváez Rincón,Mauricio Camargo,Miguel Domingo Alfaro Marchant";"ART";"10.1016/j.jclepro.2019.02.268";"2019";"journal of cleaner production";"Elsevier";NA;"Oui";"Q1";"200";"Environmental Science (miscellaneous) (Q1); Industrial and Manufacturing Engineering (Q1); Renewable Energy, Sustainability and the Environment (Q1); Strategy and Management (Q1)"
"https://hal.archives-ouvertes.fr/hal-02004952";"Are High-Tech Companies More Competitive Than Others? An Empirical Study of Innovative and Exporting French SMEs";"Manon Enjolras,Mauricio Camargo,Christophe Schmitt";"ART";"10.22215/timreview/1206";"2019";"technology innovation management review";"Talent First Network";NA;"Non";NA;NA;NA
"https://hal.archives-ouvertes.fr/hal-01987047";"Design and management of innovation laboratories: Toward a performance assessment tool";"Ferney Osorio,Laurent Dupont,Mauricio Camargo,Pedro Palominos,José Ismael Peña,Miguel Alfaro";"ART";"10.1111/caim.12301";"2019";"creativity and innovation management";"Wiley";NA;"Oui";NA;NA;NA
"https://hal.archives-ouvertes.fr/hal-02047441";"Confiance et Technologie,Confidence and Technology";"Laurent Dupont,Joëlle Mastelic,Nathalie Nyffeler,Sophie Latrille,Eric Seulliet";"ART";"10.21494/ISTE.OP.2019.0314";"2019";"technologie et innovation";"ISTE OpenScience";NA;"Non";NA;NA;NA
"https://hal.archives-ouvertes.fr/hal-01973288";"Agilité et conception de filière : le cas de la montre SWATCH";"Brunelle Marche,Vincent Boly,Laure Morel,Frédérique Mayer,Roland Ortt";"ART";"10.21494/ISTE.OP.2019.0315";"2019";"technologie et innovation";"ISTE OpenScience";NA;"Non";NA;NA;NA
"https://hal.archives-ouvertes.fr/hal-02492205";"Innovation Spaces in Universities: Support for Collaborative Learning";"Lorena Delgado,Daniel Galvez,Alaa Hassan,Pedro Palominos,Laure Morel";"ART";"10.3917/jie.pr1.0064";"2019";"journal of innovation economics & management";"De Boeck Supérieur";NA;"Non";NA;NA;NA
"https://hal.univ-lorraine.fr/hal-02010208";"Communautés et agilité : la complexité de l’organisation innovante,Knowledge communities and creative agility";"Florence Crespin-Mazet,Karine Goglio-Primard,Claude Guittard,Laurent Dupont";"ART";"10.3917/inno.058.0005";"2019";"innovations - revue d’économie et de management de l'innovation";"De Boeck Supérieur";NA;"Non";NA;NA;NA
"https://hal.archives-ouvertes.fr/hal-02492141";"Le caractère dynamique et évolutif de la notion d’innovation : Quelles conséquences pour l’évaluation de la capacité à innover des entreprises ?";"Manon Enjolras,Daniel Galvez,Johan Claire,Mauricio Camargo,Vincent Boly";"ART";"10.21494/ISTE.OP.2019.0317";"2019";"technologie et innovation";"ISTE OpenScience";NA;"Non";NA;NA;NA
"https://hal.archives-ouvertes.fr/hal-03023641";"Agility and product supply chain design: The case of the Swatch";"Brunelle Marche,Vincent Boly,Laure Morel,Frédérique Mayer,Roland Ortt";"ART";"10.3917/jie.028.0079";"2019";"journal of innovation economics & management";"De Boeck Supérieur";NA;"Non";NA;NA;NA
"https://hal.univ-lorraine.fr/hal-02010213";"Agile innovation: Creating value in uncertain environments";"Laurent Dupont";"ART";"10.3917/jie.028.0001";"2019";"journal of innovation economics & management";"De Boeck Supérieur";NA;"Non";NA;NA;NA
"https://hal.archives-ouvertes.fr/hal-01987055";"Innovation Agile : Regards Pluridisciplinaires,Agile Innovation: Multidisciplinary Approaches";"Laurent Dupont,Laure Morel";"ART";"10.21494/ISTE.OP.2019.0312";"2019";"technologie et innovation";"ISTE OpenScience";NA;"Non";NA;NA;NA
"https://hal.univ-lorraine.fr/hal-02010217";"Living lab as a support to trust for co-creation of value: application to the consumer energy market";"Laurent Dupont,Joëlle Mastelic,Nathalie Nyffeler,Sophie Latrille,Eric Seulliet";"ART";"10.3917/jie.028.0053";"2019";"journal of innovation economics & management";"De Boeck Supérieur";NA;"Non";NA;NA;NA
"https://hal.archives-ouvertes.fr/hal-02427540";"Safety demonstration of autonomous vehicles: a review and future research questions";"Tchoya Florence Koné,Eric Bonjour,Eric Levrat,Frédérique Mayer,Stéphane Géronimi";"COMM";"10.1007/978-3-030-34843-4_15";"2019";NA;NA;"10th Complex Systems Design & Management, CSD&M 2019";"Non";NA;NA;NA
"https://hal.archives-ouvertes.fr/hal-02500522";"Economic and environmental sustainability dimensions assessment of a biorefinery to obtain value-added products using Poplar (Populus sp.) as raw material";"Juan C. Solarte Toro,Carlos Ariel Cardona,Javier Arrieta-Escobar,Brunelle Marche,Vincent Boly";"COMM";NA;"2019";NA;NA;"Woodchem 2019";"Non";NA;NA;NA
"https://hal.archives-ouvertes.fr/hal-02500518";"Approche prospectiviste dans la conception de filière alternative : Application au cas de la lignine";"Brunelle Marche,Javier Arrieta-Escobar,Vincent Boly,Juan Solarte-Toro,Carlos Ariel Cardona Alzate";"COMM";NA;"2019";NA;NA;"8èmes journées du GDR 3544 « Sciences du bois »";"Non";NA;NA;NA
"https://hal.archives-ouvertes.fr/hal-02520335";"Élaboration de filaments élastomère thermoplastiques pour l'impression de structures multi-polymères par dépôt de fil fondu";"Sandrine Hoppe,Jennifer Villamil,A El Akroud,Hakim Boudaoud,Cécile Nouvel";"COMM";NA;"2019";NA;NA;"17ème Congrès de la Société Française de Génie des Procédés (SFGP)";"Non";NA;NA;NA
"https://hal.archives-ouvertes.fr/hal-02307769";"Immersive Collaborative Innovation";"Laurent Dupont,Giovanny Arbelaez Garces";"COMM";NA;"2019";NA;NA;"Tohoku University / Lorraine University seminar - Health, Technology, and Humanities in the XXI Century";"Non";NA;NA;NA
"https://hal.archives-ouvertes.fr/hal-02500577";"Integration of Heuristic Knowledge in the Design of a Skin Moisturizer";"Javier Arrieta-Escobar,Vincent Boly";"COMM";NA;"2019";NA;NA;"SKIN & FORMULATION, 5th SYMPOSIUM & 17th SKIN FORUM";"Non";NA;NA;NA
"https://hal.univ-lorraine.fr/hal-03199086";"Sustainability dimensions in hydrogen-based distributed energy systems";"Juan David Fonseca Gamboa,Mauricio Camargo,Jean-Marc Commenge,Laurent Falk,Ivan Gil Chavez";"COMM";NA;"2019";NA;NA;"European Congress of Chemical Engineering";"Non";NA;NA;NA
"https://hal.archives-ouvertes.fr/hal-02520662";"Specific adhesion test definition for 3D printed composite structures";"A El Akroud,Jennifer Villamil,Sandrine Hoppe,Boudaoud Hakim,Cécile Nouvel";"COMM";NA;"2019";NA;NA;"19èmes EMI International Conférence";"Non";NA;NA;NA
"https://hal.univ-lorraine.fr/hal-03005579";"Concevoir et innover la supply chain pour l’alimentation. Le cas des personnes âgées";"Auguste Rakotondranaivo";"COMM";NA;"2019";NA;NA;"PROLOG 2019: International Conference on Project Logistics";"Non";NA;NA;NA
"https://hal.univ-lorraine.fr/hal-03005578";"Application du Lean Six-Sigma pour l’amélioration la supply chain hospitalière et évaluation de son acceptabilité";"Auguste Rakotondranaivo,Nathalie Rouyer,Eric Bonjour";"COMM";NA;"2019";NA;NA;"PROLOG 2019: International Conference on Project Logistics";"Non";NA;NA;NA
"https://hal.archives-ouvertes.fr/hal-02290507";"Collaborer et coopérer pour faire réseau : dynamique collective d'enseignants en formation à l'accompagnement pédagogique";"Raphaël Bary,Marie-Reine Boudarel";"COMM";NA;"2019";NA;NA;"Questions de Pédagogies dans l'Enseignement Supérieur";"Non";NA;NA;NA
"https://hal.archives-ouvertes.fr/hal-02006063";"Interfaces modeling for Product-Service System integration";"Elaheh Maleki,Farouk Belkadi,Eric Bonjour,Alain Bernard";"COMM";NA;"2019";NA;NA;"IEEE 2018 13th Annual Conference on System of Systems Engineering (SoSE)";"Non";NA;NA;NA
"https://hal.archives-ouvertes.fr/hal-02266978";"Constellation of Innovation Laboratories: A Scientific Outlook";"Ferney Osorio,Laurent Dupont,Mauricio Camargo,José Ismael Peña";"COMM";"10.1109/ICE.2019.8792816";"2019";NA;NA;"2019 IEEE International Conference on Engineering, Technology and Innovation (ICE/ITMC)";"Non";NA;NA;NA
"https://hal.archives-ouvertes.fr/hal-02266922";"Innovation Acceptability in Elderly Care: A Risk Evaluation Approach,Acceptabilité des innovations pour la prise en Charge des personnes âgées : une approche par l’évaluation de risques.";"Linda Acosta Salgado,Auguste Rakotondranaivo,Eric Bonjour";"COMM";NA;"2019";NA;NA;"2019 IEEE International Conference on Engineering, Technology and Innovation (ICE/ITMC)";"Non";NA;NA;NA
"https://hal.univ-lorraine.fr/hal-02321804";"A collaborative tool to design the product/supply chain couple in a high-tech environment: application to an electromagnetic sensor";"Brunelle Marche,Vincent Boly,Frédérique Mayer,J. Roland Ortt";"COMM";"10.1109/ICE.2019.8792625";"2019";NA;NA;"2019 IEEE International Conference on Engineering, Technology and Innovation (ICE/ITMC)";"Non";NA;NA;NA
"https://hal.univ-lorraine.fr/hal-02321814";"The process of customer/supplier collaboration in innovation projects – A literature review";"Carlos Abraham Moya,Vincent Boly,Daniel Galvez,Laure Morel,Brunelle Marche";"COMM";"10.1109/ICE.2019.8792642";"2019";NA;NA;"2019 IEEE International Conference on Engineering, Technology and Innovation (ICE/ITMC)";"Non";NA;NA;NA
"https://hal.archives-ouvertes.fr/hal-02267002";"A systematic multicriteria-based approach to support the implementation of a Warehouse Management System in the context of humanitarian logistics";"Puech Emilie,Enjolras Manon,Camargo Mauricio";"COMM";NA;"2019";NA;NA;"2019 IEEE International Conference on Engineering, Technology and Innovation (ICE/ITMC)";"Non";NA;NA;NA
"https://hal.univ-lorraine.fr/hal-02266212";"A referential framework for the choice of prototypes in the design phase of a mobile application";"Samuel Marie-Rose,Giovanny Arbelaez Garces,Mauricio Camargo";"COMM";"10.1109/ICE.2019.8792568";"2019";NA;NA;"2019 IEEE International Conference on Engineering, Technology and Innovation (ICE/ITMC)";"Non";NA;NA;NA
"https://hal.archives-ouvertes.fr/hal-02267003";"The Link between Innovation and Export: Evidences from small-sized firms practices";"Manon Enjolras,Mauricio Camargo,Vincent Boly,Christophe Schmitt";"COMM";"10.1109/ICE.2019.8792656";"2019";NA;NA;"2019 IEEE International Conference on Engineering, Technology and Innovation (ICE/ITMC)";"Non";NA;NA;NA
"https://hal.archives-ouvertes.fr/hal-02412591";"Lorraine Fab Living Lab : Mise en place d'un éco-système de co-production";"Laurent Dupont";"COMM";NA;"2019";NA;NA;"Rencontres semestrielles sur les liens entre la Ville et l’Université - Les Entretiens de Sceaux 2e session ""Territoire apprenant...  id est ?""";"Non";NA;NA;NA
"https://hal.univ-lorraine.fr/hal-03237549";"MANITOO : Solveur Orienté Objet d'Equations Non Linéaires par Méthode Asymptotique Numérique";"A Lejeune,Fabien Béchet,H Boudaoud,Y Gaillard,N Mathieu,F Richard,E Sadoulet- Reboul,P Ventura,M Potier-Ferry";"COMM";NA;"2019";NA;NA;"CSMA 2019";"Non";NA;NA;NA
"https://hal.archives-ouvertes.fr/hal-03427016";"MANITOO : Solveur orienté objet d'équations non linéaires par méthode asymptotique numérique";"Arnaud Lejeune,Fabien Béchet,Hakim Boudaoud,Yves Gaillard,Norman Mathieu,Fabrice Richard,Emeline Sadoulet,Pascal Ventura,Michel Potier-Ferry";"COMM";NA;"2019";NA;NA;"Colloque Nationale en Calcul des Structures";"Non";NA;NA;NA
"https://hal.archives-ouvertes.fr/hal-02278907";"Activity Modeling of Preliminary Additive Manufacturing Process Planning";"Shervin Kadkhoda-Ahmadi,Alaa Hassan,Elnaz Asadollahi-Yazdi";"COMM";NA;"2019";NA;NA;"CIRP Design";"Non";NA;NA;NA
"https://hal.archives-ouvertes.fr/hal-02941988";"Adapting project management maturity models for the Industry 4.0";"Felipe Sanchez Garzon,Davy Monticolo,Eric Bonjour,Jean-Pierre Micaëlli";"COMM";NA;"2019";NA;NA;"Project Management Congress: Research meets Practice. Towards Project Management 3.0";"Non";NA;NA;NA
"https://hal.archives-ouvertes.fr/hal-02492155";"Innovation capabilities assessment: a sectorial view supported by an original diagnostic tool - the Potential Innovation Index";"Manon Enjolras,Alice de Casanove,Laure Morel,Johan Claire";"COMM";NA;"2019";NA;NA;"IAMOT - Conference Proceedings of the 28th International Conference on Management of Technology.";"Non";NA;NA;NA
"https://hal.archives-ouvertes.fr/hal-02492164";"Open innovation learning : From concepts to targeted competences";"Brunelle Marche,Manon Enjolras,Vincent Boly";"COMM";NA;"2019";NA;NA;"IAMOT 2019 - Conference Proceedings of the 28th International Conference on Management of Technology";"Non";NA;NA;NA
"https://hal.archives-ouvertes.fr/hal-02367404";"System‐centered specification of physico–physiological interactions of sensory perception";"Jean-Marc Dupont,Frédérique Mayer,Fabien Bouffaron,Romain Lieber,Gérard Morel";"COUV";"10.1002/9781119644576";"2019";NA;NA;NA;"Non";NA;NA;NA
"https://hal.archives-ouvertes.fr/hal-02168351";"Proposal of a Harmonic Bees Algorithm for Design Optimization of a Gripper Mechanism";"Osman Acar,Mete Kalyoncu,Alaa Hassan";"COUV";"10.1007/978-3-030-20131-9_280";"2019";NA;NA;NA;"Non";NA;NA;NA
"https://hal.archives-ouvertes.fr/hal-02194570";"ValYooTrust : Plateforme de confiance et incitative pour l'innovation collaborative";"Laurent Dupont,Eric Seuillet,Patrick Duvaut";"COUV";NA;"2019";NA;NA;NA;"Non";NA;NA;NA
"https://hal.archives-ouvertes.fr/hal-02281238";"Clustering alternative product formulations using graphs";"Fernando Bernardo,Javier Arrieta-Escobar";"COUV";NA;"2019";NA;NA;NA;"Non";NA;NA;NA
"https://hal.archives-ouvertes.fr/hal-02155509";"Spécification centrée système d’interactions physico-physiologiques de perception sensorielle";"Jean-Marc Dupont,Frédérique Mayer,Fabien Bouffaron,Romain Lieber,Gérard Morel";"COUV";NA;"2019";NA;NA;NA;"Non";NA;NA;NA
